MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss
 
stn;time;gre000d0;hto000d0;nto000d0;prestad0;rre150d0;sre000d0;tre200d0;tre200dn;tre200dx;ure200d0
BER;20200317;191;0;-;964.3;0.0;500;9.1;2.3;16.4;71.2
BER;20200318;211;0;-;962.0;0.0;659;9.9;3.1;17.9;76.4
BER;20200319;210;0;-;958.4;0.0;657;10.5;3.5;18.1;75.9
BER;20200320;175;0;-;955.4;10.5;432;9.6;3.7;17.9;81.0
BER;20200321;201;0;-;951.7;0.0;510;6.6;2.3;13.4;87.3
BER;20200322;77;0;-;955.2;0.0;15;3.2;-0.2;4.9;78.0
BER;20200323;239;0;-;959.9;0.0;671;1.7;-2.2;6.7;54.6
BER;20200324;242;0;-;958.2;0.0;683;1.5;-4.5;7.4;48.5
BER;20200325;229;0;-;952.5;0.0;636;1.7;-2.9;6.8;53.6
BER;20200326;227;0;-;948.5;0.0;641;1.6;-3.1;7.9;59.7
BER;20200327;216;0;-;949.4;0.0;575;4.2;-3.8;12.3;66.1
BER;20200328;227;0;-;951.5;0.0;658;8.4;-1.2;15.9;64.9
BER;20200329;100;0;-;952.5;1.6;63;5.0;0.9;10.1;78.6
BER;20200330;56;0;-;955.4;0.0;6;0.8;-2.0;2.2;78.9
BER;20200331;262;0;-;956.3;0.0;707;2.3;-3.9;8.1;51.1
BER;20200401;256;0;-;952.4;0.0;711;3.1;-4.6;11.4;58.8
BER;20200402;255;0;-;948.0;0.0;708;5.7;-2.7;14.3;58.4
BER;20200403;255;0;-;951.5;0.0;705;6.5;-0.2;12.9;56.3
BER;20200404;259;0;-;955.8;0.0;717;7.4;-1.6;15.4;62.2
BER;20200405;267;0;-;955.8;0.0;727;9.2;-0.9;18.5;60.9
BER;20200406;267;0;-;959.0;0.0;729;10.5;1.6;19.0;55.8
BER;20200407;265;0;-;961.8;0.0;728;11.8;1.6;20.9;55.6
BER;20200408;264;0;-;960.1;0.0;720;12.5;2.4;20.9;55.4
BER;20200409;249;0;-;958.2;0.0;578;12.7;3.2;20.9;55.3
BER;20200410;270;0;-;957.7;0.0;741;12.9;4.4;21.5;56.3
BER;20200411;273;0;-;957.3;0.0;741;13.2;4.0;21.4;56.1
BER;20200412;258;0;-;953.0;0.0;618;13.9;4.3;21.7;54.6
BER;20200413;254;0;-;950.1;0.0;722;13.6;5.8;20.0;55.7
BER;20200414;295;0;-;954.7;0.0;736;7.9;2.8;13.1;47.7
BER;20200415;289;0;-;956.3;0.0;753;9.0;-0.5;19.0;53.1
BER;20200416;274;0;-;954.3;0.0;713;12.5;2.7;21.4;58.5
BER;20200417;253;0;-;952.1;0.0;591;14.2;5.4;22.1;59.8
BER;20200418;257;0;-;952.2;0.0;590;14.7;4.8;22.3;65.7
BER;20200419;184;0;-;948.3;0.0;309;15.0;7.3;20.2;68.4
BER;20200420;270;0;-;944.7;0.0;660;13.7;10.8;17.7;65.6
BER;20200421;173;0;-;945.0;0.0;116;10.8;6.0;15.4;67.5
BER;20200422;298;0;-;949.1;0.0;775;12.8;3.9;22.0;60.4
BER;20200423;302;0;-;952.9;0.0;773;13.6;4.5;22.7;52.7
BER;20200424;257;0;-;950.4;0.0;649;14.3;4.1;21.9;55.6
BER;20200425;186;0;-;945.9;0.0;234;15.4;10.5;21.3;62.2
BER;20200426;162;0;-;945.9;15.3;182;13.1;9.4;19.6;81.4
BER;20200427;296;0;-;946.5;7.5;597;14.3;10.0;20.4;74.9
BER;20200428;102;0;-;945.2;13.0;37;11.6;8.8;15.5;87.8
BER;20200429;220;0;-;947.2;0.5;312;10.5;6.7;15.6;77.7
BER;20200430;68;0;-;945.4;10.9;2;9.3;7.4;10.8;88.4
BER;20200501;96;-;-;944.1;-;86;9.6;8.0;12.7;84.6
CHD;20200101;79;0;-;910.8;0.0;391;0.5;-3.0;6.0;73.8
CHD;20200102;77;0;-;909.1;0.0;392;-0.3;-4.0;5.2;72.7
CHD;20200103;57;0;-;908.7;2.0;199;3.2;0.3;9.5;72.1
CHD;20200104;80;0;-;912.1;0.0;361;2.5;0.6;6.0;92.7
CHD;20200105;79;0;-;912.1;0.0;394;-0.6;-3.1;2.9;84.2
CHD;20200106;80;0;-;909.4;0.0;395;0.0;-4.3;6.6;71.1
CHD;20200107;70;0;-;910.0;0.0;278;0.6;-2.4;6.7;75.1
CHD;20200108;76;0;-;910.8;0.0;382;0.4;-3.4;7.1;63.9
CHD;20200109;75;0;-;904.6;0.0;368;1.4;-2.2;7.3;64.0
CHD;20200110;45;0;-;905.5;0.0;75;3.4;-1.6;6.9;71.6
CHD;20200111;86;0;-;910.6;0.0;402;-0.6;-4.5;4.9;82.5
CHD;20200112;87;0;-;908.6;0.0;384;-1.0;-6.1;6.3;66.7
CHD;20200113;65;0;-;903.4;0.0;152;-1.2;-4.2;4.6;66.1
CHD;20200114;83;0;-;900.5;0.0;331;0.6;-4.2;7.0;59.1
CHD;20200115;82;0;-;904.0;0.0;402;1.3;-2.3;8.4;65.5
CHD;20200116;88;0;-;908.1;0.0;414;0.6;-2.7;7.4;76.2
CHD;20200117;39;0;-;904.3;12.0;31;0.0;-4.1;5.6;83.6
CHD;20200118;97;3;-;907.2;0.0;410;-2.1;-7.6;1.4;89.9
CHD;20200119;88;3;-;910.4;0.0;311;-3.7;-7.8;0.8;69.7
CHD;20200120;96;3;-;916.0;0.0;419;-4.9;-8.4;-0.1;71.5
CHD;20200121;91;3;-;915.7;0.0;359;-2.8;-8.2;3.7;75.8
CHD;20200122;92;3;-;911.7;0.0;419;0.6;-2.3;6.9;72.8
CHD;20200123;78;2;-;907.0;0.0;210;0.1;-3.6;5.3;70.1
CHD;20200124;82;2;-;904.7;0.0;295;1.0;-2.8;5.9;73.2
CHD;20200125;83;2;-;902.5;0.0;330;0.9;-2.2;6.5;79.6
CHD;20200126;48;2;-;901.1;0.0;47;0.1;-3.9;3.7;81.6
CHD;20200127;58;0;-;896.5;2.1;88;2.4;-2.7;8.3;77.1
CHD;20200128;10;0;-;891.4;9.6;0;2.6;-0.3;6.7;72.3
CHD;20200129;19;10;-;897.6;2.9;0;1.3;-2.2;3.0;85.5
CHD;20200130;84;9;-;900.0;2.9;198;0.1;-3.9;3.5;91.1
CHD;20200131;95;8;-;901.1;0.0;314;4.0;0.4;9.3;94.7
CHD;20200201;51;5;-;899.7;3.2;72;4.7;-0.5;11.0;85.8
CHD;20200202;9;0;-;903.5;18.8;0;6.8;2.6;11.7;90.6
CHD;20200203;15;0;-;904.9;13.3;2;9.7;6.0;12.4;67.0
CHD;20200204;27;0;-;900.7;16.1;1;2.0;-1.7;13.3;70.7
CHD;20200205;144;13;-;910.4;0.1;431;-0.9;-6.6;3.0;74.2
CHD;20200206;119;11;-;909.0;0.0;409;-2.7;-6.6;3.0;68.7
CHD;20200207;133;10;-;906.2;0.0;482;-1.4;-6.3;5.3;65.3
CHD;20200208;117;8;-;905.9;0.0;432;0.1;-3.6;6.1;66.9
CHD;20200209;115;8;-;903.9;3.0;312;3.5;-4.2;11.8;55.7
CHD;20200210;31;2;-;898.0;7.5;8;8.9;6.8;11.1;58.3
CHD;20200211;29;0;-;899.8;3.0;1;3.8;1.6;7.7;61.2
CHD;20200212;56;0;-;903.6;0.0;64;0.8;-2.9;3.5;63.4
CHD;20200213;43;0;-;896.7;25.5;7;1.7;-4.4;9.4;75.1
CHD;20200214;155;0;-;904.6;0.0;453;3.2;-0.7;7.9;81.4
CHD;20200215;144;0;-;905.8;0.0;493;3.0;-2.3;12.0;74.1
CHD;20200216;91;0;-;903.0;0.0;129;8.2;0.6;18.4;50.1
CHD;20200217;44;0;-;903.9;9.5;0;5.6;2.2;13.0;73.4
CHD;20200218;143;0;-;909.4;0.5;385;2.0;-0.9;6.0;77.4
CHD;20200219;50;5;-;906.8;1.6;0;0.8;-1.5;3.2;82.0
CHD;20200220;153;0;-;904.7;1.1;502;2.8;-2.6;9.7;71.1
CHD;20200221;137;0;-;909.5;0.2;359;3.6;-0.9;8.5;84.1
CHD;20200222;159;0;-;911.6;0.0;512;4.9;-2.3;14.3;66.0
CHD;20200223;99;0;-;911.1;0.0;86;9.0;1.6;15.7;57.4
CHD;20200224;166;0;-;904.5;0.0;529;8.4;2.2;17.3;65.0
CHD;20200225;74;0;-;892.3;10.3;57;4.3;0.5;11.2;67.3
CHD;20200226;47;8;-;889.9;10.8;3;-1.2;-3.1;3.4;77.1
CHD;20200227;47;18;-;890.5;7.1;0;-0.4;-6.0;5.6;76.5
CHD;20200228;162;10;-;899.9;0.0;347;0.0;-6.7;5.0;63.2
CHD;20200229;114;8;-;889.1;9.0;180;5.5;0.9;12.4;70.9
CHD;20200301;165;2;-;886.7;4.3;396;4.5;0.8;10.4;72.5
CHD;20200302;35;0;-;878.0;14.4;0;1.1;-1.2;3.0;87.9
CHD;20200303;179;9;-;888.5;1.4;366;-0.4;-3.0;3.1;81.8
CHD;20200304;170;5;-;894.8;0.1;295;0.3;-3.5;5.3;79.9
CHD;20200305;29;0;-;884.2;18.6;0;3.1;0.3;7.1;90.9
CHD;20200306;146;2;-;887.0;0.4;217;1.6;-0.9;4.6;71.2
CHD;20200307;160;0;-;900.2;0.1;223;0.6;-3.2;5.1;73.5
CHD;20200308;197;0;-;900.8;7.6;526;2.0;-4.7;9.6;67.4
CHD;20200309;130;6;-;899.4;3.6;67;1.0;-2.1;4.8;90.1
CHD;20200310;32;5;-;902.9;23.8;0;0.2;-2.6;3.1;96.3
CHD;20200311;94;0;-;904.7;0.1;15;5.7;1.7;11.8;90.9
CHD;20200312;110;0;-;901.5;11.2;96;7.8;0.9;16.8;78.3
CHD;20200313;96;0;-;902.2;0.0;26;3.8;0.1;7.3;86.3
CHD;20200314;168;0;-;901.5;0.0;229;2.9;-0.8;8.5;78.5
CHD;20200315;221;0;-;899.7;0.0;610;4.1;-2.5;13.1;70.1
CHD;20200316;216;0;-;903.4;0.0;612;5.8;-1.0;14.4;67.1
CHD;20200317;213;0;-;911.0;0.0;592;7.2;0.3;15.1;72.6
CHD;20200318;221;0;-;909.0;0.0;614;8.2;1.7;16.6;76.2
CHD;20200319;225;0;-;905.8;0.0;608;8.4;2.3;17.1;74.5
CHD;20200320;84;0;-;903.0;2.2;41;6.1;1.9;12.8;81.4
CHD;20200321;229;0;-;897.9;0.0;615;6.5;0.3;13.7;84.2
CHD;20200322;64;0;-;899.6;0.0;0;2.4;1.1;4.2;97.6
CHD;20200323;188;0;-;903.7;0.0;358;0.9;-2.5;6.2;81.2
CHD;20200324;231;0;-;902.1;0.0;507;-0.4;-5.0;5.5;71.9
CHD;20200325;220;0;-;896.8;0.0;504;-0.3;-5.0;5.5;68.4
CHD;20200326;220;0;-;893.4;0.0;486;0.3;-5.6;6.4;66.8
CHD;20200327;211;0;-;895.5;0.0;478;3.3;-2.8;11.2;69.0
CHD;20200328;223;0;-;898.2;0.0;485;6.5;-0.1;14.2;68.4
CHD;20200329;93;0;-;897.5;1.3;26;3.7;-1.3;9.4;83.0
CHD;20200330;92;1;-;898.5;0.0;16;-0.3;-1.4;1.0;83.9
CHD;20200331;260;0;-;900.1;0.0;632;1.9;-2.5;8.1;64.0
CHD;20200401;263;0;-;898.1;0.0;634;2.7;-4.2;11.2;66.8
CHD;20200402;274;0;-;894.8;0.0;628;4.5;-2.5;12.4;62.1
CHD;20200403;266;0;-;897.6;0.0;632;4.5;-1.6;11.5;62.5
CHD;20200404;268;0;-;902.2;0.0;638;5.5;-2.1;14.3;65.0
CHD;20200405;273;0;-;903.0;0.0;641;7.6;-0.6;16.5;64.4
CHD;20200406;276;0;-;906.3;0.0;642;8.1;-0.4;17.5;52.4
CHD;20200407;277;0;-;909.2;0.0;643;9.3;1.1;18.5;58.2
CHD;20200408;267;0;-;907.7;0.0;607;9.5;1.6;17.8;59.7
CHD;20200409;279;0;-;905.7;0.0;629;10.1;2.7;18.0;59.8
CHD;20200410;280;0;-;905.5;0.0;648;10.5;2.6;19.6;59.9
CHD;20200411;282;0;-;905.2;0.0;650;10.6;2.9;19.5;59.3
CHD;20200412;250;0;-;901.1;0.0;531;10.8;3.0;19.4;56.8
CHD;20200413;223;0;-;897.5;0.0;399;9.5;2.7;16.9;66.9
CHD;20200414;277;0;-;899.4;0.0;520;6.9;0.3;15.0;60.5
CHD;20200415;291;0;-;902.9;0.0;661;8.1;-1.2;18.6;55.5
CHD;20200416;287;0;-;902.1;0.0;656;11.1;2.0;20.4;57.0
CHD;20200417;266;0;-;900.3;0.0;565;11.9;3.7;21.0;60.3
CHD;20200418;255;0;-;900.3;0.0;540;12.4;5.4;20.2;63.9
CHD;20200419;138;0;-;896.4;0.9;0;11.1;6.0;16.1;81.0
CHD;20200420;207;0;-;892.2;0.0;411;11.8;6.6;18.1;81.4
CHD;20200421;131;0;-;892.5;0.0;3;10.0;5.4;15.2;83.6
CHD;20200422;230;0;-;896.8;0.0;426;11.3;4.0;18.0;68.0
CHD;20200423;317;0;-;900.9;0.0;671;11.6;3.6;19.3;57.6
CHD;20200424;222;0;-;899.0;0.0;348;11.4;3.7;19.0;58.7
CHD;20200425;148;0;-;894.6;0.0;113;11.7;7.2;17.6;69.3
CHD;20200426;166;0;-;894.0;8.2;199;11.0;7.6;17.5;83.0
CHD;20200427;268;0;-;894.7;6.9;475;11.3;4.6;19.3;75.4
CHD;20200428;72;0;-;893.1;25.9;0;8.4;5.3;12.1;91.2
CHD;20200429;225;0;-;895.1;0.3;224;7.3;3.9;13.1;77.8
CHD;20200430;52;0;-;893.5;17.7;0;6.2;4.3;8.0;91.5
CHD;20200501;61;-;-;892.3;-;10;7.1;2.7;10.7;81.2
CHM;20200101;75;0;0;898.3;0.0;436;4.2;1.6;7.1;45.8
CHM;20200102;72;0;0;896.5;0.0;435;0.6;-3.3;4.2;69.3
CHM;20200103;50;0;58;896.0;0.4;176;3.3;0.3;4.9;73.9
CHM;20200104;57;0;71;899.8;0.0;204;0.4;-2.6;2.8;89.9
CHM;20200105;73;0;0;900.2;0.0;439;-0.9;-3.4;0.9;79.0
CHM;20200106;76;0;0;896.6;0.0;440;2.2;-2.2;5.0;57.3
CHM;20200107;63;0;38;897.4;0.0;294;2.3;-0.1;5.4;81.2
CHM;20200108;59;0;29;898.0;0.0;200;4.7;1.2;7.3;59.9
CHM;20200109;74;0;33;891.9;2.6;407;4.9;2.8;7.1;54.6
CHM;20200110;46;0;92;893.0;0.0;47;2.1;0.1;4.8;89.9
CHM;20200111;48;0;4;898.4;0.0;150;0.0;-2.4;2.0;92.0
CHM;20200112;82;0;4;895.9;0.0;444;1.4;-3.0;5.8;63.9
CHM;20200113;52;0;63;890.8;0.0;124;2.4;-1.4;4.4;71.7
CHM;20200114;77;0;29;888.0;0.0;387;1.9;-2.4;5.5;71.8
CHM;20200115;82;0;0;891.4;0.0;459;3.8;0.8;5.6;67.6
CHM;20200116;83;0;21;895.6;0.0;466;4.1;2.3;6.6;70.7
CHM;20200117;16;0;58;891.5;5.3;13;2.3;0.2;4.8;85.0
CHM;20200118;68;1;71;894.7;0.0;282;-1.6;-3.5;0.0;82.1
CHM;20200119;74;1;29;899.1;0.3;342;-3.4;-4.8;-1.8;74.8
CHM;20200120;67;1;50;903.9;0.0;172;-4.2;-5.7;-2.3;85.2
CHM;20200121;85;1;21;903.1;0.0;467;-1.1;-6.7;4.0;54.8
CHM;20200122;93;1;13;899.3;0.0;472;5.5;-0.4;8.9;33.0
CHM;20200123;93;1;8;894.6;0.0;446;3.4;-0.2;8.2;40.4
CHM;20200124;83;0;50;892.4;0.0;388;4.6;1.4;7.7;71.8
CHM;20200125;77;0;46;890.2;0.0;304;3.8;2.1;6.0;73.6
CHM;20200126;58;0;83;888.5;2.7;100;2.1;0.4;4.8;82.2
CHM;20200127;48;0;88;883.9;4.9;43;1.6;-0.4;3.9;88.5
CHM;20200128;28;0;100;876.7;13.9;11;0.4;-1.3;2.3;86.1
CHM;20200129;36;13;100;884.0;2.2;3;-0.2;-1.7;0.9;93.3
CHM;20200130;70;17;38;886.7;8.2;109;1.9;-1.4;4.8;87.5
CHM;20200131;51;7;63;888.2;0.3;22;6.0;3.4;8.0;95.4
CHM;20200201;38;0;63;886.5;1.7;61;6.3;4.7;8.4;88.5
CHM;20200202;13;0;100;889.4;18.8;0;7.0;4.5;9.2;93.8
CHM;20200203;14;0;96;890.7;6.1;0;8.3;7.3;9.8;80.9
CHM;20200204;44;0;100;887.1;10.6;50;-0.7;-3.0;10.3;88.8
CHM;20200205;100;15;50;898.5;0.0;347;-1.9;-3.5;0.1;78.1
CHM;20200206;104;10;46;896.6;0.0;358;-2.1;-4.4;1.0;59.7
CHM;20200207;125;10;0;893.6;0.0;538;2.0;-1.2;4.9;42.2
CHM;20200208;114;8;33;893.3;0.0;467;2.6;0.0;5.9;55.7
CHM;20200209;101;6;46;890.8;2.9;291;3.8;-0.2;6.7;66.3
CHM;20200210;64;0;96;883.1;11.0;66;4.7;2.8;6.3;85.0
CHM;20200211;40;0;88;885.4;4.0;9;0.5;-0.9;3.5;88.3
CHM;20200212;55;1;88;890.2;0.4;60;-0.9;-2.3;1.4;77.0
CHM;20200213;33;1;92;882.8;13.2;0;0.6;-3.3;4.0;78.5
CHM;20200214;84;9;46;891.9;0.3;93;1.2;-0.2;3.2;90.0
CHM;20200215;134;1;42;893.1;0.0;545;4.4;0.2;9.3;66.6
CHM;20200216;97;0;75;890.4;0.0;240;9.7;3.8;12.7;39.1
CHM;20200217;12;0;96;891.3;1.8;0;4.3;-0.2;8.2;81.6
CHM;20200218;143;0;58;896.5;1.3;308;0.5;-1.0;3.0;75.4
CHM;20200219;47;1;96;893.4;5.0;33;-0.5;-1.6;0.5;87.6
CHM;20200220;149;8;58;891.9;0.9;524;2.2;-3.1;5.5;79.4
CHM;20200221;148;0;38;897.1;0.0;496;1.3;-1.8;4.3;62.9
CHM;20200222;155;0;25;898.9;0.0;543;5.8;0.7;11.7;39.2
CHM;20200223;48;0;88;898.0;0.0;5;8.7;5.9;12.5;44.6
CHM;20200224;160;0;46;891.8;0.0;584;8.9;6.4;12.4;65.2
CHM;20200225;14;0;71;879.2;7.9;0;3.2;-0.7;6.6;75.9
CHM;20200226;50;3;100;875.9;11.2;56;-3.0;-4.4;-0.1;88.4
CHM;20200227;39;20;96;876.3;12.8;7;-2.1;-3.7;2.5;89.0
CHM;20200228;161;18;33;887.1;0.7;430;-0.7;-5.3;4.6;62.9
CHM;20200229;78;11;88;876.4;6.2;123;4.3;0.9;7.9;75.7
CHM;20200301;142;3;71;873.7;2.2;318;2.5;0.5;6.6;81.1
CHM;20200302;30;0;96;865.5;14.2;0;0.3;-1.0;2.0;91.8
CHM;20200303;109;10;75;876.0;0.0;220;-1.8;-4.1;0.2;84.6
CHM;20200304;133;8;63;882.3;2.1;255;-0.3;-3.1;1.9;76.5
CHM;20200305;20;3;100;871.1;48.6;0;2.2;0.5;4.3;95.2
CHM;20200306;76;1;100;874.1;0.5;83;-0.4;-1.6;1.8;84.8
CHM;20200307;92;1;63;888.0;0.0;162;-1.4;-2.7;-0.2;78.4
CHM;20200308;178;0;42;888.3;3.1;454;1.2;-2.7;5.0;67.3
CHM;20200309;102;0;67;886.7;1.8;118;0.3;-0.9;2.5;91.7
CHM;20200310;34;1;100;889.1;11.8;0;1.4;-1.4;5.2;94.5
CHM;20200311;130;0;75;891.8;0.0;208;7.5;4.3;11.8;84.8
CHM;20200312;92;0;58;888.7;0.0;82;7.5;3.2;10.4;80.2
CHM;20200313;172;0;58;890.1;0.0;427;2.3;0.0;5.5;67.8
CHM;20200314;110;0;63;889.6;0.0;69;1.8;-0.2;4.1;66.4
CHM;20200315;211;0;8;887.6;0.0;652;4.5;-0.1;8.9;66.8
CHM;20200316;205;0;4;891.6;0.0;639;7.0;2.7;11.0;64.7
CHM;20200317;168;0;67;899.1;0.0;393;8.5;5.8;11.1;60.0
CHM;20200318;213;0;0;897.2;0.0;655;9.4;6.1;13.2;64.8
CHM;20200319;209;0;4;893.9;0.0;641;10.1;6.7;13.3;65.0
CHM;20200320;128;0;54;890.8;1.2;182;8.5;4.8;12.4;73.0
CHM;20200321;176;0;58;886.4;0.0;322;4.9;0.4;8.9;89.2
CHM;20200322;51;0;100;888.2;0.0;0;-1.1;-3.8;0.2;90.1
CHM;20200323;219;0;33;892.1;0.0;520;-2.3;-5.3;1.8;64.3
CHM;20200324;244;0;0;890.7;0.0;694;-2.6;-6.9;2.2;51.5
CHM;20200325;237;0;8;885.5;0.0;688;-2.2;-6.1;2.1;59.5
CHM;20200326;230;0;21;882.0;0.0;625;-1.7;-6.4;3.5;66.6
CHM;20200327;219;0;21;883.8;0.0;580;2.7;-3.1;8.9;67.2
CHM;20200328;203;0;13;886.8;0.0;400;7.1;3.1;10.9;58.9
CHM;20200329;161;0;92;886.6;0.5;285;2.1;-2.4;7.1;75.3
CHM;20200330;62;1;100;887.7;0.0;0;-3.2;-4.2;-2.0;84.9
CHM;20200331;262;0;0;888.9;0.0;705;-1.2;-4.4;2.8;47.0
CHM;20200401;260;0;0;886.2;0.0;706;1.2;-4.1;5.6;52.4
CHM;20200402;260;0;0;882.9;0.0;709;4.2;0.5;9.6;43.0
CHM;20200403;220;0;13;886.2;0.0;581;3.3;-1.0;8.9;57.2
CHM;20200404;264;0;4;890.6;0.0;717;5.6;1.2;10.0;54.0
CHM;20200405;271;0;0;891.2;0.0;723;9.0;4.5;13.0;45.2
CHM;20200406;271;0;0;894.5;0.0;725;10.6;6.3;14.4;40.1
CHM;20200407;272;0;0;897.6;0.0;726;12.2;9.3;15.6;38.1
CHM;20200408;270;0;8;896.0;0.0;709;12.2;8.1;15.7;40.1
CHM;20200409;262;0;58;894.2;0.0;614;12.6;10.2;15.8;39.5
CHM;20200410;276;0;0;893.8;0.0;738;12.6;8.5;16.4;41.4
CHM;20200411;277;0;8;893.6;0.0;735;13.1;9.3;16.7;40.4
CHM;20200412;256;0;21;889.4;0.1;568;12.8;10.2;16.8;43.0
CHM;20200413;251;0;38;886.3;0.0;683;10.7;5.6;14.9;54.6
CHM;20200414;298;0;4;888.9;0.0;758;3.9;-0.8;8.7;56.8
CHM;20200415;291;0;17;891.2;0.0;736;7.4;-0.3;14.2;46.6
CHM;20200416;279;0;63;890.4;0.0;733;12.2;7.6;17.1;45.4
CHM;20200417;248;0;33;888.6;0.0;519;13.3;8.9;17.1;51.1
CHM;20200418;221;0;33;888.7;0.0;484;12.7;9.9;17.1;60.4
CHM;20200419;189;0;63;885.1;0.0;87;12.3;9.3;15.8;69.3
CHM;20200420;213;0;79;881.2;0.0;343;9.5;7.2;12.7;77.5
CHM;20200421;175;0;88;881.2;0.0;35;8.4;5.7;10.7;67.8
CHM;20200422;303;0;8;885.6;0.0;761;11.5;5.9;16.3;47.8
CHM;20200423;306;0;0;889.4;0.0;767;12.5;8.4;17.5;40.7
